"id","source","category_code","category_path","cpi_category","match_method","created_at"
4693,wolt,"Овощи, грибы и зелень / Огурцы, Кабачки, Баклажаны","Овощи, грибы и зелень / Огурцы, Кабачки, Баклажаны",Кабачки,qwen,2026-07-07 13:59:39.127
4694,wolt,"Овощи / Бобовые, Кукуруза","Овощи / Бобовые, Кукуруза",Горох,qwen,2026-07-07 13:59:39.127
4695,wolt,"Овощи, фрукты, зелень / Грибы","Овощи, фрукты, зелень / Грибы",Грибы свежие,qwen,2026-07-07 13:59:39.127
4696,wolt,Овощи / Грибы,Овощи / Грибы,Грибы свежие,qwen,2026-07-07 13:59:39.127
4697,wolt,"ОРЕХИ, СНЕКИ, ЧИПСЫ / СУХОФРУКТЫ","ОРЕХИ, СНЕКИ, ЧИПСЫ / СУХОФРУКТЫ",Изюм,qwen,2026-07-07 13:59:39.127
4698,wolt,ОРЕХИ И СУХОФРУКТЫ🥜,ОРЕХИ И СУХОФРУКТЫ🥜,Изюм,qwen,2026-07-07 13:59:39.127
4699,wolt,"Овощи / Огурцы, Кабачки, Тыква","Овощи / Огурцы, Кабачки, Тыква",Кабачки,qwen,2026-07-07 13:59:39.127
4700,wolt,ОРЕХИ И СУХОФРУКТЫ 🥜,ОРЕХИ И СУХОФРУКТЫ 🥜,Изюм,qwen,2026-07-07 13:59:39.127
4701,wolt,"Овощи, грибы и зелень / Бобовые, Кукуруза","Овощи, грибы и зелень / Бобовые, Кукуруза",Горох,qwen,2026-07-07 13:59:39.127
4702,wolt,"Овощи, фрукты, зелень / Зелень","Овощи, фрукты, зелень / Зелень",Зелень,qwen,2026-07-07 13:59:39.127
4703,wolt,"Овощи, фрукты, ягоды, грибы / Зелень","Овощи, фрукты, ягоды, грибы / Зелень",Зелень,qwen,2026-07-07 13:59:39.127
4704,wolt,"ОРЕХИ, СУХОФРУКТЫ🥜 / СУХОФРУКТЫ","ОРЕХИ, СУХОФРУКТЫ🥜 / СУХОФРУКТЫ",Изюм,qwen,2026-07-07 13:59:39.127
4705,wolt,ОРЕХИ И СУХОФРУКТЫ,ОРЕХИ И СУХОФРУКТЫ,Изюм,qwen,2026-07-07 13:59:39.127
4706,wolt,"Овощи, грибы и зелень / Грибы","Овощи, грибы и зелень / Грибы",Грибы свежие,qwen,2026-07-07 13:59:39.127
4707,wolt,"Овощи / Зелень, Ростки","Овощи / Зелень, Ростки",Зелень,qwen,2026-07-07 13:59:39.127
4708,wolt,"Овощи / Салаты, зелень","Овощи / Салаты, зелень",Зелень,qwen,2026-07-07 13:59:39.127
4709,wolt,Овощи и фрукты / Фрукты/ ягоды,Овощи и фрукты / Фрукты/ ягоды,Груши,qwen,2026-07-07 13:59:39.127
4854,wolt,Тарты,Тарты,Зефир,qwen,2026-07-07 14:18:02.447
15514,wolt,ЧЕЧИЛ,ЧЕЧИЛ,Сыры плавленые,qwen,2026-07-08 08:16:16.036
4710,wolt,"Овощи, грибы и зелень / Салат, Зелень","Овощи, грибы и зелень / Салат, Зелень",Зелень,qwen,2026-07-07 13:59:39.127
4711,wolt,ОРЕХИ И СУХОФРУКТЫ 🌰 / СУХОФРУКТЫ,ОРЕХИ И СУХОФРУКТЫ 🌰 / СУХОФРУКТЫ,Изюм,qwen,2026-07-07 13:59:39.127
4712,wolt,ОРЕХИ И СУХОФРУКТЫ 🌰,ОРЕХИ И СУХОФРУКТЫ 🌰,Изюм,qwen,2026-07-07 13:59:39.127
4713,wolt,ОРБИТ,ОРБИТ,Жевательная резинка,qwen,2026-07-07 13:59:39.127
4714,wolt,ОРЕХИ И СУХОФРУКТЫ 🌰 / Сухофрукты,ОРЕХИ И СУХОФРУКТЫ 🌰 / Сухофрукты,Изюм,qwen,2026-07-07 13:59:39.127
4715,wolt,ОТДЕЛ ЭЛИТНОГО АЛКОГОЛЯ / ВОДКА,ОТДЕЛ ЭЛИТНОГО АЛКОГОЛЯ / ВОДКА,Водка,qwen,2026-07-07 13:59:39.127
4716,wolt,"Овощи, фрукты, ягоды, грибы / Фрукты","Овощи, фрукты, ягоды, грибы / Фрукты",Груши,qwen,2026-07-07 13:59:39.127
4717,wolt,"Овощи, фрукты, зелень / Фрукты","Овощи, фрукты, зелень / Фрукты",Груши,qwen,2026-07-07 13:59:39.127
4718,wolt,Овощи и фрукты / Зелень,Овощи и фрукты / Зелень,Зелень,qwen,2026-07-07 13:59:39.127
4719,wolt,"ПИТЬЕВЫЕ ЙОГУРТЫ, МОЛОЧНЫЕ КОКТЕИЛИ🥛","ПИТЬЕВЫЕ ЙОГУРТЫ, МОЛОЧНЫЕ КОКТЕИЛИ🥛",Йогурт,qwen,2026-07-07 14:00:33.063
4720,wolt,ПОРТВЕЙН🥃,ПОРТВЕЙН🥃,Водка,qwen,2026-07-07 14:01:42.397
4721,wolt,ПОЛУФАБРИКАТЫ 🥟 / ТЕСТО,ПОЛУФАБРИКАТЫ 🥟 / ТЕСТО,Дрожжи,qwen,2026-07-07 14:01:42.397
4722,wolt,ПОЛЕЗНЫЕ СЛАДОСТИ,ПОЛЕЗНЫЕ СЛАДОСТИ,Йогурт,qwen,2026-07-07 14:01:42.397
4723,wolt,ПОРТВЕЙН 🍷,ПОРТВЕЙН 🍷,Водка,qwen,2026-07-07 14:01:42.397
4724,wolt,ПОДАРОЧНЫЕ НАБОРЫ / Фруктовые корзины,ПОДАРОЧНЫЕ НАБОРЫ / Фруктовые корзины,Изюм,qwen,2026-07-07 14:01:42.397
4725,wolt,ПОДАРОЧНЫЕ НАБОРЫ🎁,ПОДАРОЧНЫЕ НАБОРЫ🎁,Груши,qwen,2026-07-07 14:01:42.397
4726,wolt,ПП ЭСКИМО 🍡,ПП ЭСКИМО 🍡,Зефир,qwen,2026-07-07 14:01:42.397
4727,wolt,ПОДАРОЧНЫЕ НАБОРЫ 🍓,ПОДАРОЧНЫЕ НАБОРЫ 🍓,Груши,qwen,2026-07-07 14:01:42.397
4728,wolt,ПОДАРОЧНЫЕ БОКСЫ 🎁,ПОДАРОЧНЫЕ БОКСЫ 🎁,Изюм,qwen,2026-07-07 14:01:42.397
4729,wolt,ПОДАРОЧНЫЕ_НАБОРЫ / Фруктовые корзины,ПОДАРОЧНЫЕ_НАБОРЫ / Фруктовые корзины,Груши,qwen,2026-07-07 14:01:42.397
4730,wolt,ПОЛУФАБРИКАТЫ / Бифштексы,ПОЛУФАБРИКАТЫ / Бифштексы,Говядина,qwen,2026-07-07 14:01:42.397
4731,wolt,ПРЕСЕРВЫ РЫБНЫЕ ФАС / ПРЕСЕРВЫ РЫБНЫЕ,ПРЕСЕРВЫ РЫБНЫЕ ФАС / ПРЕСЕРВЫ РЫБНЫЕ,"Икра красная, черная",qwen,2026-07-07 14:01:42.397
4732,wolt,ПОДАРОЧНЫЙ БОКС,ПОДАРОЧНЫЙ БОКС,Изюм,qwen,2026-07-07 14:01:42.397
4733,wolt,ПП ПИРОЖНЫЕ,ПП ПИРОЖНЫЕ,Зефир,qwen,2026-07-07 14:01:42.397
4734,wolt,ПРАЗДНИК🎉,ПРАЗДНИК🎉,Зефир,qwen,2026-07-07 14:01:42.397
4735,wolt,ПОДАРОЧНЫЕ НАБОРЫ / Фруктовые корзины,ПОДАРОЧНЫЕ НАБОРЫ / Фруктовые корзины,Груши,qwen,2026-07-07 14:01:42.397
4736,wolt,ПРЕМИУМ БОКСЫ 🍓,ПРЕМИУМ БОКСЫ 🍓,Изюм,qwen,2026-07-07 14:01:42.397
4737,wolt,ПОДАРОЧНЫЕ БОКСЫ 🎁,ПОДАРОЧНЫЕ БОКСЫ 🎁,Груши,qwen,2026-07-07 14:01:42.397
4738,wolt,ПОРТРВЕЙНЫ И ХЕРЕСЫ,ПОРТРВЕЙНЫ И ХЕРЕСЫ,Водка,qwen,2026-07-07 14:01:42.397
4739,wolt,ПП ДЕСЕРТЫ 🧁,ПП ДЕСЕРТЫ 🧁,Йогурт,qwen,2026-07-07 14:01:42.397
4740,wolt,ПОЛУФАБРИКАТЫ🍴 / ТЕСТО,ПОЛУФАБРИКАТЫ🍴 / ТЕСТО,Дрожжи,qwen,2026-07-07 14:01:42.397
4741,wolt,ПОДАРОЧНЫЕ КОРОБКИ 🎁,ПОДАРОЧНЫЕ КОРОБКИ 🎁,Изюм,qwen,2026-07-07 14:01:42.397
4742,wolt,ПП ДЕСЕРТЫ 🧁,ПП ДЕСЕРТЫ 🧁,Зефир,qwen,2026-07-07 14:01:42.397
4743,wolt,ПОЛУФАБРИКАТЫ ИЗ ТЕСТА / Полуфабрикаты,ПОЛУФАБРИКАТЫ ИЗ ТЕСТА / Полуфабрикаты,Дрожжи,qwen,2026-07-07 14:01:42.397
4744,wolt,ПОЛУФАБРИКАТЫ 🥟 / Тесто,ПОЛУФАБРИКАТЫ 🥟 / Тесто,Дрожжи,qwen,2026-07-07 14:01:42.397
4745,wolt,"ПП-ЧИПСЫ, ПОПКОРНЫ, СНЕКИ🍪","ПП-ЧИПСЫ, ПОПКОРНЫ, СНЕКИ🍪",Изюм,qwen,2026-07-07 14:01:42.397
4746,wolt,ПОРТВЕЙН 🥂,ПОРТВЕЙН 🥂,Водка,qwen,2026-07-07 14:01:42.397
4747,wolt,ПОДАРОЧНЫЙ БОКС,ПОДАРОЧНЫЙ БОКС,Груши,qwen,2026-07-07 14:01:42.397
4748,wolt,ПОЛУСУХОЕ/ПОЛУСЛАДКОЕ ВИНО🍭,ПОЛУСУХОЕ/ПОЛУСЛАДКОЕ ВИНО🍭,Водка,qwen,2026-07-07 14:01:42.397
4749,wolt,ПП БЕНТО ТОРТ 🍰,ПП БЕНТО ТОРТ 🍰,Зефир,qwen,2026-07-07 14:01:42.397
4750,wolt,ПОЛЕЗНЫЙ ЗАВТРАК 🧇,ПОЛЕЗНЫЙ ЗАВТРАК 🧇,Йогурт,qwen,2026-07-07 14:01:42.397
4751,wolt,ПРОДУКТЫ 🍜 / КОНСЕРВЫ 🥫,ПРОДУКТЫ 🍜 / КОНСЕРВЫ 🥫,Зеленый горошек консервированный,qwen,2026-07-07 14:01:42.397
4752,wolt,ПОЛУФАБРИКАТЫ🍴 / МЯСНЫЕ ПОЛУФАБРИКАТЫ,ПОЛУФАБРИКАТЫ🍴 / МЯСНЫЕ ПОЛУФАБРИКАТЫ,Говядина,qwen,2026-07-07 14:01:42.397
4753,wolt,ПОЛОВИНКИ🍰,ПОЛОВИНКИ🍰,Зефир,qwen,2026-07-07 14:01:42.397
4754,wolt,ПОЛУФАБРИКАТЫ / Морепродукты,ПОЛУФАБРИКАТЫ / Морепродукты,"Икра красная, черная",qwen,2026-07-07 14:01:42.397
4755,wolt,ПОДАРОЧНЫЕ НАБОРЫ 🍓,ПОДАРОЧНЫЕ НАБОРЫ 🍓,Изюм,qwen,2026-07-07 14:01:42.397
4756,wolt,ПОЛУФАБРИКАТЫ МЯСНЫЕ 🥩,ПОЛУФАБРИКАТЫ МЯСНЫЕ 🥩,Говядина,qwen,2026-07-07 14:01:42.397
4757,wolt,ПОЛЕЗНЫЕ СЛАДОСТИ,ПОЛЕЗНЫЕ СЛАДОСТИ,Изюм,qwen,2026-07-07 14:01:42.397
4758,wolt,ПРОДУКТЫ 🍜 / КОНСЕРВЫ 🥫,ПРОДУКТЫ 🍜 / КОНСЕРВЫ 🥫,"Икра красная, черная",qwen,2026-07-07 14:01:42.397
4759,wolt,ПОРТВЕЙН,ПОРТВЕЙН,Водка,qwen,2026-07-07 14:01:42.397
4760,wolt,ПОДАРОЧНЫЕ КОРОБКИ 🎁,ПОДАРОЧНЫЕ КОРОБКИ 🎁,Груши,qwen,2026-07-07 14:01:42.397
4761,wolt,ПОДАРОЧНЫЕ_НАБОРЫ / Фруктовые корзины,ПОДАРОЧНЫЕ_НАБОРЫ / Фруктовые корзины,Изюм,qwen,2026-07-07 14:01:42.397
17340,wolt,Маркет,Маркет,Водка,qwen,2026-07-08 12:01:22.650
4762,wolt,ПРИБОРЫ ДЛЯ МОРЕПРОДУКТОВ,ПРИБОРЫ ДЛЯ МОРЕПРОДУКТОВ,"Икра красная, черная",qwen,2026-07-07 14:01:42.397
4763,wolt,ПОДАРОЧНЫЕ НАБОРЫ🎁,ПОДАРОЧНЫЕ НАБОРЫ🎁,Изюм,qwen,2026-07-07 14:01:42.397
4764,wolt,"ПОЛУФАБРИКАТЫ ИЗ ТЕСТА / ПИРОГИ, КИШ, КРУАССАНЫ","ПОЛУФАБРИКАТЫ ИЗ ТЕСТА / ПИРОГИ, КИШ, КРУАССАНЫ",Дрожжи,qwen,2026-07-07 14:01:42.397
4765,wolt,ПП ТРАЙФЛ 🍫,ПП ТРАЙФЛ 🍫,Йогурт,qwen,2026-07-07 14:01:42.397
4766,wolt,ПП - торты,ПП - торты,Зефир,qwen,2026-07-07 14:01:42.397
4767,wolt,ПП ТРАЙФЛ 🍫,ПП ТРАЙФЛ 🍫,Зефир,qwen,2026-07-07 14:01:42.397
4768,wolt,ПРЕМИУМ БОКСЫ 🍓,ПРЕМИУМ БОКСЫ 🍓,Груши,qwen,2026-07-07 14:01:42.397
4769,wolt,ПРЕМИАЛЬНЫЕ ОТРУБА🥩,ПРЕМИАЛЬНЫЕ ОТРУБА🥩,Говядина,qwen,2026-07-07 14:01:42.397
4770,wolt,ПП ЭСКИМО 🍡,ПП ЭСКИМО 🍡,Йогурт,qwen,2026-07-07 14:01:42.397
4771,wolt,ПОРТВЕЙНЫ и ХЕРЕСЫ🥃,ПОРТВЕЙНЫ и ХЕРЕСЫ🥃,Водка,qwen,2026-07-07 14:01:42.397
4772,wolt,ПОРТВЕЙН 🥃,ПОРТВЕЙН 🥃,Водка,qwen,2026-07-07 14:01:42.397
4773,wolt,Питьевые йогурты и коктейли,Питьевые йогурты и коктейли,Йогурт,qwen,2026-07-07 14:07:15.866
4774,wolt,ПРОДУКТЫ 🍜 / СЛАДОСТИ 🍬,ПРОДУКТЫ 🍜 / СЛАДОСТИ 🍬,Жевательная резинка,qwen,2026-07-07 14:07:15.866
4775,wolt,ПРОДУКТЫ 🍜 / СЛАДОСТИ 🍬,ПРОДУКТЫ 🍜 / СЛАДОСТИ 🍬,Зефир,qwen,2026-07-07 14:07:15.866
4776,wolt,"РЫБА И МОРЕПРОДУКТЫ / Рыба, пресервы и икра","РЫБА И МОРЕПРОДУКТЫ / Рыба, пресервы и икра","Икра красная, черная",qwen,2026-07-07 14:11:06.547
4777,wolt,РЫБА И МОРЕПРОДУКТЫ / ИКРА И ЗАКУСКИ,РЫБА И МОРЕПРОДУКТЫ / ИКРА И ЗАКУСКИ,"Икра красная, черная",qwen,2026-07-07 14:11:06.547
4778,wolt,"РЫБА И МОРЕПРОДУКТЫ / Икра, паста, риет","РЫБА И МОРЕПРОДУКТЫ / Икра, паста, риет","Икра красная, черная",qwen,2026-07-07 14:11:06.547
4779,wolt,РЫБКА К ПИВУ 🐟 / Икра,РЫБКА К ПИВУ 🐟 / Икра,"Икра красная, черная",qwen,2026-07-07 14:11:06.547
4780,wolt,РЫБА И МОРЕПРОДУКТЫ 🐟 / Икра и закуски,РЫБА И МОРЕПРОДУКТЫ 🐟 / Икра и закуски,"Икра красная, черная",qwen,2026-07-07 14:11:06.547
4781,wolt,РЫБА И МОРЕПРОДУКТЫ🐠 / Икра,РЫБА И МОРЕПРОДУКТЫ🐠 / Икра,"Икра красная, черная",qwen,2026-07-07 14:11:06.547
4782,wolt,РЫБА И МОРЕПРОДУКТЫ / Икра и закуски,РЫБА И МОРЕПРОДУКТЫ / Икра и закуски,"Икра красная, черная",qwen,2026-07-07 14:11:06.547
4783,wolt,СВЕЖИЕ ОВОЩИ И ЗЕЛЕНЬ / Свежая зелень и салаты,СВЕЖИЕ ОВОЩИ И ЗЕЛЕНЬ / Свежая зелень и салаты,Зелень,qwen,2026-07-07 14:11:53.275
4784,wolt,СВЕЖИЕ ОВОЩИ 🥦,СВЕЖИЕ ОВОЩИ 🥦,Кабачки,qwen,2026-07-07 14:11:53.275
4785,wolt,СВЕЖИЕ ФРУКТЫ 🍐,СВЕЖИЕ ФРУКТЫ 🍐,Груши,qwen,2026-07-07 14:11:53.275
4786,wolt,СВЕЖИЕ_ОВОЩИ_И_ЗЕЛЕНЬ / Свежие овощи,СВЕЖИЕ_ОВОЩИ_И_ЗЕЛЕНЬ / Свежие овощи,Кабачки,qwen,2026-07-07 14:11:53.275
4787,wolt,СВЕЖАЯ ЗЕЛЕНЬ 🥬,СВЕЖАЯ ЗЕЛЕНЬ 🥬,Зелень,qwen,2026-07-07 14:11:53.275
4788,wolt,"Рыба, морепродукты / Икра и крабовые палочки","Рыба, морепродукты / Икра и крабовые палочки","Икра красная, черная",qwen,2026-07-07 14:11:53.275
4789,wolt,Рыба и морепродукты / Икра и закуски,Рыба и морепродукты / Икра и закуски,"Икра красная, черная",qwen,2026-07-07 14:11:53.275
4790,wolt,"Рыба, морепродукты / Икра","Рыба, морепродукты / Икра","Икра красная, черная",qwen,2026-07-07 14:11:53.275
4791,wolt,СВЕЖИЕ ОВОЩИ И ЗЕЛЕНЬ / Свежие овощи,СВЕЖИЕ ОВОЩИ И ЗЕЛЕНЬ / Свежие овощи,Кабачки,qwen,2026-07-07 14:11:53.275
4792,wolt,СВЕЖИЕ_ОВОЩИ_И_ЗЕЛЕНЬ / Свежая зелень и салаты,СВЕЖИЕ_ОВОЩИ_И_ЗЕЛЕНЬ / Свежая зелень и салаты,Зелень,qwen,2026-07-07 14:11:53.275
4793,wolt,СЛАДКОЕ / Жвачка,СЛАДКОЕ / Жвачка,Жевательная резинка,qwen,2026-07-07 14:12:38.949
4794,wolt,СЛАДОСТИ / ЗЕФИР,СЛАДОСТИ / ЗЕФИР,Зефир,qwen,2026-07-07 14:12:38.949
4795,wolt,СЛАДОСТИ / ЖЕВАТЕЛЬНАЯ РЕЗИНКА,СЛАДОСТИ / ЖЕВАТЕЛЬНАЯ РЕЗИНКА,Жевательная резинка,qwen,2026-07-07 14:12:38.949
4796,wolt,СЛАДОСТИ 🍬 / Жевательная резинка,СЛАДОСТИ 🍬 / Жевательная резинка,Жевательная резинка,qwen,2026-07-07 14:12:38.949
4797,wolt,"СЛАДОСТИ 🍬 / Мармелад, зефир","СЛАДОСТИ 🍬 / Мармелад, зефир",Зефир,qwen,2026-07-07 14:12:38.949
4798,wolt,"СЛАДКОЕ 🍬 / Мармелад,пастила,зефир","СЛАДКОЕ 🍬 / Мармелад,пастила,зефир",Зефир,qwen,2026-07-07 14:12:38.949
4799,wolt,"СЛАДКОЕ 🍬 / Батончики, жвачка","СЛАДКОЕ 🍬 / Батончики, жвачка",Жевательная резинка,qwen,2026-07-07 14:12:38.949
4800,wolt,СЛАДОСТИ 🍰 / ЖВАЧКИ,СЛАДОСТИ 🍰 / ЖВАЧКИ,Жевательная резинка,qwen,2026-07-07 14:12:38.949
4801,wolt,СЛАДОСТИ / ЖЕВАТЕЛЬНЫЕ РЕЗИНКИ,СЛАДОСТИ / ЖЕВАТЕЛЬНЫЕ РЕЗИНКИ,Жевательная резинка,qwen,2026-07-07 14:12:38.949
4802,wolt,"СЛАДОСТИ 🍬 / Жевательная резинка, освежающие конфеты","СЛАДОСТИ 🍬 / Жевательная резинка, освежающие конфеты",Жевательная резинка,qwen,2026-07-07 14:12:38.949
4803,wolt,"СЛАДОСТИ / Драже, жевательная резинка, мармелад","СЛАДОСТИ / Драже, жевательная резинка, мармелад",Жевательная резинка,qwen,2026-07-07 14:12:38.949
4804,wolt,СНЕКИ И ПЕРЕКУСЫ 🍟 / ЖЕВАТЕЛЬНАЯ РЕЗИНКА,СНЕКИ И ПЕРЕКУСЫ 🍟 / ЖЕВАТЕЛЬНАЯ РЕЗИНКА,Жевательная резинка,qwen,2026-07-07 14:13:31.260
4805,wolt,"СНЕКИ И ПЕРЕКУСЫ 🍟 / ЗЕФИР, БЕЗЕ","СНЕКИ И ПЕРЕКУСЫ 🍟 / ЗЕФИР, БЕЗЕ",Зефир,qwen,2026-07-07 14:13:31.260
4806,wolt,СНЕКИ И ПЕРЕКУСЫ 🥜 / Жевательная резинка,СНЕКИ И ПЕРЕКУСЫ 🥜 / Жевательная резинка,Жевательная резинка,qwen,2026-07-07 14:13:31.260
4807,wolt,"СНЕКИ И ПЕРЕКУСЫ 🍟 / ГОРОШЕК, КУКУРУЗА, ФАСОЛЬ","СНЕКИ И ПЕРЕКУСЫ 🍟 / ГОРОШЕК, КУКУРУЗА, ФАСОЛЬ",Горох,qwen,2026-07-07 14:13:31.260
4808,wolt,СНЭКИ 🍟 / Жевательная резинка,СНЭКИ 🍟 / Жевательная резинка,Жевательная резинка,qwen,2026-07-07 14:13:31.260
4809,wolt,СНЕКИ 🍿 / Сухофрукты,СНЕКИ 🍿 / Сухофрукты,Изюм,qwen,2026-07-07 14:13:31.260
4810,wolt,СНЕКИ И ПЕРЕКУСЫ 🥜 / Овощные консервы,СНЕКИ И ПЕРЕКУСЫ 🥜 / Овощные консервы,Зеленый горошек консервированный,qwen,2026-07-07 14:13:31.260
4811,wolt,СНЕКИ И ПЕРЕКУСЫ 🥜 / Грибные консервы,СНЕКИ И ПЕРЕКУСЫ 🥜 / Грибные консервы,Грибы соленые и маринованные,qwen,2026-07-07 14:13:31.260
4812,wolt,"СНЕКИ И ПЕРЕКУСЫ 🥜 / Зефир, безе","СНЕКИ И ПЕРЕКУСЫ 🥜 / Зефир, безе",Зефир,qwen,2026-07-07 14:13:31.260
4813,wolt,"СНЕКИ И ПЕРЕКУСЫ 🥜 / Горошек, кукуруза, фасоль","СНЕКИ И ПЕРЕКУСЫ 🥜 / Горошек, кукуруза, фасоль",Горох,qwen,2026-07-07 14:13:31.260
4814,wolt,СНЕКИ И ПЕРЕКУСЫ 🍟 / ОВОЩНЫЕ КОНСЕРВЫ,СНЕКИ И ПЕРЕКУСЫ 🍟 / ОВОЩНЫЕ КОНСЕРВЫ,Зеленый горошек консервированный,qwen,2026-07-07 14:13:31.260
4815,wolt,"СТЕЙКИ, ГРИЛЬ, МАРИНАДЫ 🥩","СТЕЙКИ, ГРИЛЬ, МАРИНАДЫ 🥩",Говядина,qwen,2026-07-07 14:14:16.780
4816,wolt,"СПЕЦИИ И СОУСЫ, САХАР🥫 / ПРИПРАВЫ ДЛЯ ВЫПЕЧКИ","СПЕЦИИ И СОУСЫ, САХАР🥫 / ПРИПРАВЫ ДЛЯ ВЫПЕЧКИ",Дрожжи,qwen,2026-07-07 14:14:16.780
4817,wolt,"СТЕЙКИ, ГРИЛЬ 🥩","СТЕЙКИ, ГРИЛЬ 🥩",Говядина,qwen,2026-07-07 14:14:16.780
4818,wolt,СПОРТИВНОЕ И СПЕЦИАЛЬНОЕ ПИТАНИЕ / Кондитерские изделия,СПОРТИВНОЕ И СПЕЦИАЛЬНОЕ ПИТАНИЕ / Кондитерские изделия,Зефир,qwen,2026-07-07 14:14:16.780
4819,wolt,"СОУСЫ, УКСУСЫ, МАРИНАДЫ 🌶","СОУСЫ, УКСУСЫ, МАРИНАДЫ 🌶",Грибы соленые и маринованные,qwen,2026-07-07 14:14:16.780
4820,wolt,СТЕЙКИ (ОХЛАЖ.НА РАЗВЕС)🥩,СТЕЙКИ (ОХЛАЖ.НА РАЗВЕС)🥩,Говядина,qwen,2026-07-07 14:14:16.780
4821,wolt,СТЕЙКИ 🥩,СТЕЙКИ 🥩,Говядина,qwen,2026-07-07 14:14:16.780
4822,wolt,СПОРТИВНОЕ И СПЕЦИАЛЬНОЕ ПИТАНИЕ / Кондитерские изделия,СПОРТИВНОЕ И СПЕЦИАЛЬНОЕ ПИТАНИЕ / Кондитерские изделия,Жевательная резинка,qwen,2026-07-07 14:14:16.780
4823,wolt,СОУСЫ 🌶 / МАРИНАД,СОУСЫ 🌶 / МАРИНАД,Грибы соленые и маринованные,qwen,2026-07-07 14:14:16.780
4824,wolt,"СПЕЦИИ, ПРИПРАВЫ, КРУПЫ, МУКА, САХАР,СОЛЬ","СПЕЦИИ, ПРИПРАВЫ, КРУПЫ, МУКА, САХАР,СОЛЬ",Горох,qwen,2026-07-07 14:14:16.780
4825,wolt,СОУСЫ И МАРИНАДЫ,СОУСЫ И МАРИНАДЫ,Грибы соленые и маринованные,qwen,2026-07-07 14:14:16.780
4826,wolt,СУХОФРУКТЫ  🍇 / Изюм,СУХОФРУКТЫ  🍇 / Изюм,Изюм,qwen,2026-07-07 14:15:00.037
4827,wolt,"Сладости / Жевательная резинка, Мяты","Сладости / Жевательная резинка, Мяты",Жевательная резинка,qwen,2026-07-07 14:15:33.819
4828,wolt,Сладости без сахара / Зефир,Сладости без сахара / Зефир,Зефир,qwen,2026-07-07 14:15:33.819
4829,wolt,Сладости / Жевательные и мятные резинки,Сладости / Жевательные и мятные резинки,Жевательная резинка,qwen,2026-07-07 14:15:33.819
4830,wolt,Сублимированные фрукты и сладости ,Сублимированные фрукты и сладости ,Зефир,qwen,2026-07-07 14:16:24.946
4831,wolt,ТВОРОЖНЫЕ ИЗДЕЛИЯ,ТВОРОЖНЫЕ ИЗДЕЛИЯ,Йогурт,qwen,2026-07-07 14:16:24.946
4832,wolt,Сухофрукты,Сухофрукты,Изюм,qwen,2026-07-07 14:16:24.946
4833,wolt,ТВОРОГ И ТВОРОЖНЫЕ ПРОДУКТЫ,ТВОРОГ И ТВОРОЖНЫЕ ПРОДУКТЫ,Йогурт,qwen,2026-07-07 14:16:24.946
4834,wolt,ТВОРОГ И СМЕТАНА 🍶,ТВОРОГ И СМЕТАНА 🍶,Йогурт,qwen,2026-07-07 14:16:24.946
4835,wolt,Спиртные напитки и коктейли / Другие спиртные напитки,Спиртные напитки и коктейли / Другие спиртные напитки,Водка,qwen,2026-07-07 14:16:24.946
4836,wolt,ТВОРОГ И СМЕТАНА 🍶 / ДЕСЕРТЫ,ТВОРОГ И СМЕТАНА 🍶 / ДЕСЕРТЫ,Зефир,qwen,2026-07-07 14:16:24.946
4837,wolt,"ТВОРОГ, СМЕТАНА / Творог","ТВОРОГ, СМЕТАНА / Творог",Йогурт,qwen,2026-07-07 14:16:24.946
4838,wolt,Сухофрукты и ягоды,Сухофрукты и ягоды,Изюм,qwen,2026-07-07 14:16:24.946
4839,wolt,Сублимированные фрукты и сладости ,Сублимированные фрукты и сладости ,Изюм,qwen,2026-07-07 14:16:24.946
4840,wolt,Трайфлы,Трайфлы,Жевательная резинка,qwen,2026-07-07 14:18:02.447
4841,wolt,Текила,Текила,Водка,qwen,2026-07-07 14:18:02.447
4842,wolt,Тортики,Тортики,Жевательная резинка,qwen,2026-07-07 14:18:02.447
4843,wolt,Твердые сыры,Твердые сыры,Йогурт,qwen,2026-07-07 14:18:02.447
4844,wolt,Творог,Творог,Йогурт,qwen,2026-07-07 14:18:02.447
4845,wolt,Трайфлы & капкейки,Трайфлы & капкейки,Жевательная резинка,qwen,2026-07-07 14:18:02.447
4846,wolt,Трайфлы,Трайфлы,Зефир,qwen,2026-07-07 14:18:02.447
4847,wolt,Тортики,Тортики,Зефир,qwen,2026-07-07 14:18:02.447
4848,wolt,Трайфлы & капкейки,Трайфлы & капкейки,Зефир,qwen,2026-07-07 14:18:02.447
4849,wolt,Тирамису,Тирамису,Жевательная резинка,qwen,2026-07-07 14:18:02.447
4850,wolt,Тарталетки,Тарталетки,Жевательная резинка,qwen,2026-07-07 14:18:02.447
4851,wolt,Тарты,Тарты,Жевательная резинка,qwen,2026-07-07 14:18:02.447
4852,wolt,"Травы,фито чаи,плоды","Травы,фито чаи,плоды",Зелень,qwen,2026-07-07 14:18:02.447
4855,wolt,Торты,Торты,Жевательная резинка,qwen,2026-07-07 14:18:02.447
4856,wolt,Тарталетки,Тарталетки,Зефир,qwen,2026-07-07 14:18:02.447
